declination,distance,name,rightascension,binaries,planets,stars
+47 27 20,,Kepler-1168,19 09 11,0.0,1.0,1.0
+46 29 29,,Kepler-1169,19 39 39,0.0,1.0,1.0
+43 32 12,1025.72,Kepler-116,19 38 58,0.0,2.0,1.0
+43 46 47,,Kepler-1170,19 28 40,0.0,1.0,1.0
+38 35 30,,Kepler-1171,19 39 50,0.0,1.0,1.0
+37 45 59.8,,Kepler-1172,19 21 54,0.0,1.0,1.0
+45 39 49,,Kepler-1173,19 32 31,0.0,1.0,1.0
+42 17 56,,Kepler-1174,18 47 20,0.0,1.0,1.0
+46 48 46,,Kepler-1175,19 16 34,0.0,1.0,1.0
+45 16 27,,Kepler-1176,19 51 41,0.0,1.0,1.0
+49 24 23,,Kepler-1177,19 06 41,0.0,1.0,1.0
+45 48 08,,Kepler-1178,19 13 49,0.0,1.0,1.0
+47 48 38,,Kepler-1179,18 56 23,0.0,1.0,1.0
+48 02 24.81,1430,Kepler-117,19 15 10.326,0.0,2.0,1.0
+43 09 22,,Kepler-1180,19 43 33,0.0,1.0,1.0
+39 31 24,,Kepler-1181,19 18 59,0.0,1.0,1.0
+43 49 17,,Kepler-1182,19 45 14,0.0,1.0,1.0
+38 53 32,,Kepler-1183,19 28 56,0.0,1.0,1.0
+46 57 58,,Kepler-1184,19 25 08,0.0,1.0,1.0
+39 19 58,,Kepler-1185,19 08 58,0.0,1.0,1.0
+47 06 06,,Kepler-1186,19 13 55,0.0,1.0,1.0
+38 19 07,,Kepler-1187,19 07 34,0.0,1.0,1.0
+43 08 53,,Kepler-1188,18 52 25,0.0,1.0,1.0
+47 56 48,,Kepler-1189,19 53 42,0.0,1.0,1.0
+41 25 29,899.38,Kepler-118,19 56 51,0.0,2.0,1.0
+49 28 48,,Kepler-1190,18 59 59.9,0.0,1.0,1.0
+48 00 34,,Kepler-1191,19 26 38,0.0,1.0,1.0
+43 53 48,,Kepler-1192,18 48 34,0.0,1.0,1.0
+51 16 32,,Kepler-1193,19 12 35,0.0,1.0,1.0
+38 08 43,,Kepler-1194,19 26 48,0.0,1.0,1.0
+40 51 11,,Kepler-1195,18 57 24,0.0,1.0,1.0
+43 54 39,,Kepler-1196,19 29 29,0.0,1.0,1.0
+42 35 27,,Kepler-1197,19 26 41,0.0,1.0,1.0
+44 50 18,,Kepler-1198,19 15 20,0.0,1.0,1.0
+47 14 49,,Kepler-1199,19 34 54,0.0,1.0,1.0
+42 39 32,623.74,Kepler-119,19 43 47,0.0,2.0,1.0
+41 54 33,613.20279,Kepler-11,19 48 27,0.0,6.0,1.0
+44 07 45,,Kepler-1200,19 46 25,0.0,1.0,1.0
+40 49 59,,Kepler-1201,19 38 28,0.0,1.0,1.0
+44 39 12,,Kepler-1202,19 29 10,0.0,1.0,1.0
+44 10 41,,Kepler-1203,19 31 06,0.0,1.0,1.0
+42 29 53,,Kepler-1204,19 17 46,0.0,1.0,1.0
+41 30 54,,Kepler-1205,19 21 07,0.0,1.0,1.0
+49 47 28,,Kepler-1206,19 43 45,0.0,1.0,1.0
+49 21 32,,Kepler-1207,19 40 15,0.0,1.0,1.0
+44 33 21,,Kepler-1208,19 27 32,0.0,1.0,1.0
+49 09 17,,Kepler-1209,19 10 20,0.0,1.0,1.0
+39 20 20,267.74,Kepler-120,19 11 34,0.0,2.0,1.0
+48 13 10,,Kepler-1210,19 31 20,0.0,1.0,1.0
+40 51 25,,Kepler-1211,19 02 53,0.0,1.0,1.0
+50 02 14,,Kepler-1212,19 47 25,0.0,1.0,1.0
+50 56 39,,Kepler-1213,19 17 57,0.0,1.0,1.0
+49 48 02,,Kepler-1214,19 00 34,0.0,1.0,1.0
+48 10 53,,Kepler-1215,19 49 51,0.0,1.0,1.0
+45 55 05,,Kepler-1216,19 09 37,0.0,1.0,1.0
+50 56 15,,Kepler-1217,19 16 45,0.0,1.0,1.0
+44 31 54,,Kepler-1218,19 26 19,0.0,1.0,1.0
+47 22 43,,Kepler-1219,19 48 52,0.0,1.0,1.0
+39 40 40,583.60,Kepler-121,19 04 38,0.0,2.0,1.0
+42 58 40,,Kepler-1220,19 48 17,0.0,1.0,1.0
+45 42 43,,Kepler-1221,19 03 17,0.0,1.0,1.0
+49 22 47,,Kepler-1222,19 39 34,0.0,1.0,1.0
+44 33 10,,Kepler-1223,19 01 11,0.0,1.0,1.0
+37 32 14,,Kepler-1224,19 06 30,0.0,1.0,1.0
+40 08 13,,Kepler-1225,19 22 32,0.0,1.0,1.0
+50 37 17,,Kepler-1226,19 45 30,0.0,1.0,1.0
+41 52 30,,Kepler-1227,19 08 16,0.0,1.0,1.0
+46 57 59,,Kepler-1228,19 46 13,0.0,1.0,1.0
+46 59 48,,Kepler-1229,19 49 57,0.0,1.0,1.0
+39 56 56,1062.40,Kepler-122,19 24 26,0.0,5.0,1.0
+41 42 41,,Kepler-1230,18 53 03,0.0,1.0,1.0
+42 36 20,,Kepler-1231,19 14 21,0.0,1.0,1.0
+49 06 08,,Kepler-1232,19 46 12,0.0,1.0,1.0
+46 39 44,,Kepler-1233,19 49 30,0.0,1.0,1.0
+51 22 33,,Kepler-1234,19 10 05,0.0,1.0,1.0
+43 57 14,,Kepler-1235,18 59 37,0.0,1.0,1.0
+42 32 45,,Kepler-1236,19 42 30,0.0,1.0,1.0
+44 41 26,,Kepler-1237,19 42 31,0.0,1.0,1.0
+40 09 46,,Kepler-1238,19 51 37,0.0,1.0,1.0
+42 19 12,,Kepler-1239,19 32 31,0.0,1.0,1.0
+42 46 55,1026.80,Kepler-123,19 47 59,0.0,2.0,1.0
+40 33 27,,Kepler-1240,18 51 59.9,0.0,1.0,1.0
+38 27 25,,Kepler-1241,19 38 18,0.0,1.0,1.0
+41 11 47,,Kepler-1242,18 58 25,0.0,1.0,1.0
+42 52 51,,Kepler-1243,19 36 02,0.0,1.0,1.0
+46 30 58,,Kepler-1244,18 49 12,0.0,1.0,1.0
+43 15 39,,Kepler-1245,19 22 59,0.0,2.0,1.0
+48 58 56,,Kepler-1246,19 10 38,0.0,1.0,1.0
+46 37 06,,Kepler-1247,19 38 08,0.0,1.0,1.0
+51 21 16,,Kepler-1248,19 12 14,0.0,1.0,1.0
+44 22 18,,Kepler-1249,19 47 35,0.0,1.0,1.0
+49 03 53,358.80,Kepler-124,19 07 00,0.0,3.0,1.0
+45 58 49,,Kepler-1250,19 11 11,0.0,1.0,1.0
+49 15 23,,Kepler-1251,19 28 28,0.0,1.0,1.0
+46 41 34,,Kepler-1252,19 55 48,0.0,1.0,1.0
+47 38 14,,Kepler-1253,18 55 32,0.0,1.0,1.0
+48 46 12,,Kepler-1254,19 00 42,0.0,3.0,1.0
+42 43 35,,Kepler-1255,19 40 57,0.0,1.0,1.0
+44 41 01,,Kepler-1256,19 25 54,0.0,1.0,1.0
+45 37 37,,Kepler-1257,19 44 18,0.0,1.0,1.0
+49 59 41,,Kepler-1258,19 01 37,0.0,1.0,1.0
+46 58 04,,Kepler-1259,19 51 22,0.0,1.0,1.0
+47 36 17,223.85,Kepler-125,19 53 01,0.0,2.0,1.0
+42 33 19,,Kepler-1260,19 42 22,0.0,1.0,1.0
+48 48 24,,Kepler-1261,19 00 56,0.0,1.0,1.0
+42 12 48,,Kepler-1262,19 15 05,0.0,1.0,1.0
+46 45 09,,Kepler-1263,19 05 56,0.0,1.0,1.0
+45 12 41,,Kepler-1264,19 19 32,0.0,1.0,1.0
+47 04 46,,Kepler-1265,18 58 21,0.0,1.0,1.0
+42 43 41,,Kepler-1266,19 03 29,0.0,1.0,1.0
+43 26 28,,Kepler-1267,19 56 41,0.0,1.0,1.0
+43 09 12,,Kepler-1268,19 11 21,0.0,1.0,1.0
+45 20 26,,Kepler-1269,19 11 13,0.0,1.0,1.0
+44 12 30,224.69,Kepler-126,19 17 23,0.0,3.0,1.0
+48 38 43,,Kepler-1270,19 06 52,0.0,1.0,1.0
+37 24 43,,Kepler-1271,19 05 23,0.0,1.0,1.0
+38 48 21,,Kepler-1272,19 00 53,0.0,1.0,1.0
+44 52 24,,Kepler-1273,19 03 13,0.0,1.0,1.0
+46 26 59,,Kepler-1274,18 58 22,0.0,1.0,1.0
+44 55 57,,Kepler-1275,19 34 00,0.0,1.0,1.0
+40 32 50,,Kepler-1276,19 11 26,0.0,1.0,1.0
+40 34 21,,Kepler-1277,19 40 25,0.0,1.0,1.0
+42 49 32,,Kepler-1278,18 51 50,0.0,1.0,1.0
+40 21 57,,Kepler-1279,19 12 23,0.0,1.0,1.0
+46 01 40,338.98,Kepler-127,19 00 45,0.0,3.0,1.0
+45 23 04,,Kepler-1280,19 34 18,0.0,1.0,1.0
+48 30 55,,Kepler-1281,19 41 25,0.0,1.0,1.0
+46 41 54,,Kepler-1282,19 20 42,0.0,1.0,1.0
+40 46 37,,Kepler-1283,19 41 51,0.0,1.0,1.0
+47 41 16,,Kepler-1284,19 25 07,0.0,1.0,1.0
+44 09 21,,Kepler-1285,18 47 20,0.0,1.0,1.0
+43 50 09,,Kepler-1286,18 41 02,0.0,1.0,1.0
+47 03 47,,Kepler-1287,19 16 32,0.0,1.0,1.0
+41 36 21,,Kepler-1288,19 02 51,0.0,1.0,1.0
+41 02 26,,Kepler-1289,19 45 33,0.0,1.0,1.0
+43 58 48.64,368.14,Kepler-128,18 49 58.128,0.0,2.0,1.0
+43 51 35,,Kepler-1290,19 22 44,0.0,1.0,1.0
+40 00 04,,Kepler-1291,19 17 30,0.0,1.0,1.0
+43 56 57,,Kepler-1292,18 59 37,0.0,1.0,1.0
+48 20 09,,Kepler-1293,19 20 06,0.0,1.0,1.0
+44 29 17,,Kepler-1294,19 25 04,0.0,1.0,1.0
+45 35 19,,Kepler-1295,19 25 35,0.0,1.0,1.0
+41 24 28,,Kepler-1296,19 28 30,0.0,1.0,1.0
+47 01 13,,Kepler-1297,19 19 50,0.0,1.0,1.0
+49 06 22,,Kepler-1298,18 57 41,0.0,1.0,1.0
+37 24 41,,Kepler-1299,19 04 36,0.0,1.0,1.0
+47 50 54,402.81,Kepler-129,19 01 14,0.0,2.0,1.0
+50 02 25,600,Kepler-12,19 04 58,0.0,1.0,1.0
+40 05 13,,Kepler-1300,19 16 08,0.0,1.0,1.0
+42 26 25,,Kepler-1301,19 06 25,0.0,1.0,1.0
+50 18 29,,Kepler-1302,19 23 57,0.0,1.0,1.0
+42 21 20,,Kepler-1303,18 57 09,0.0,1.0,1.0
+39 26 49,,Kepler-1304,19 01 06,0.0,1.0,1.0
+46 20 50,,Kepler-1305,19 49 21,0.0,1.0,1.0
+46 56 45,,Kepler-1306,19 37 55,0.0,1.0,1.0
+46 44 31,,Kepler-1307,19 31 29,0.0,1.0,1.0
+38 31 15,,Kepler-1308,19 03 43,0.0,1.0,1.0
+40 45 51,,Kepler-1309,19 54 56,0.0,1.0,1.0
+40 14 43,266.39,Kepler-130,19 13 48,0.0,3.0,1.0
+40 44 24,,Kepler-1310,18 55 41,0.0,1.0,1.0
+43 49 28,,Kepler-1311,19 18 36,0.0,2.0,1.0
+41 02 09,,Kepler-1312,19 31 53,0.0,1.0,1.0
+42 13 59.725,,Kepler-1313,19 29 33.2571,0.0,1.0,1.0
+45 11 50,,Kepler-1314,19 36 57,0.0,1.0,1.0
+46 03 11,,Kepler-1315,19 43 17,0.0,1.0,1.0
+40 17 35,,Kepler-1316,19 55 21,0.0,1.0,1.0
+42 06 57,,Kepler-1317,19 26 27,0.0,1.0,1.0
+41 09 03,,Kepler-1318,19 21 30,0.0,1.0,1.0
+49 21 59,,Kepler-1319,19 23 49,0.0,1.0,1.0
+40 56 32,226.3,Kepler-131,19 14 07,0.0,2.0,1.0
+40 22 51,,Kepler-1320,19 13 44,0.0,1.0,1.0
+46 38 27,,Kepler-1321,19 38 07,0.0,2.0,1.0
+45 26 07,,Kepler-1322,19 32 49,0.0,1.0,1.0
+46 05 56,,Kepler-1323,19 31 29,0.0,1.0,1.0
+40 18 40,,Kepler-1324,19 24 44,0.0,1.0,1.0
+42 05 07,,Kepler-1325,19 00 04,0.0,1.0,1.0
+39 16 08,,Kepler-1326,19 44 53,0.0,1.0,1.0
+50 27 40,,Kepler-1327,19 16 16,0.0,1.0,1.0
+44 25 04,,Kepler-1328,18 58 42,0.0,1.0,1.0
+48 16 16,,Kepler-1329,18 46 35,0.0,1.0,1.0
+41 20 34,331.08,Kepler-132,18 52 56,0.0,4.0,1.0
+39 57 25,,Kepler-1330,19 22 18,0.0,1.0,1.0
+41 13 28,,Kepler-1331,19 48 18,0.0,1.0,1.0
+43 54 49,,Kepler-1332,19 24 07,0.0,1.0,1.0
+41 06 41,,Kepler-1333,19 34 07,0.0,1.0,1.0
+51 19 15,,Kepler-1334,19 17 15,0.0,1.0,1.0
+42 04 14,,Kepler-1335,18 59 21,0.0,1.0,1.0
+46 53 59,,Kepler-1336,19 45 07,0.0,2.0,1.0
+46 47 46,,Kepler-1337,19 08 02,0.0,1.0,1.0
+41 41 57,,Kepler-1338,18 56 10,0.0,1.0,1.0
+48 22 24,,Kepler-1339,18 54 59,0.0,1.0,1.0
+48 19 13,587.59,Kepler-133,19 49 06,0.0,2.0,1.0
+42 28 22,,Kepler-1340,19 44 56,0.0,1.0,1.0
+44 09 34,,Kepler-1341,18 42 03,0.0,1.0,1.0
+43 25 57,,Kepler-1342,19 48 05,0.0,1.0,1.0
+50 43 31,,Kepler-1343,19 37 11,0.0,1.0,1.0
+46 56 45,,Kepler-1344,19 08 21,0.0,1.0,1.0
+46 01 22,,Kepler-1345,19 29 55,0.0,1.0,1.0
+45 10 45,,Kepler-1346,19 27 22,0.0,1.0,1.0
+40 50 38,,Kepler-1347,19 58 38,0.0,1.0,1.0
+49 47 20,,Kepler-1348,19 28 21,0.0,1.0,1.0
+48 44 39,,Kepler-1349,19 05 21,0.0,1.0,1.0
+49 35 54,414.47,Kepler-134,18 58 57,0.0,2.0,1.0
+46 40 47,,Kepler-1350,19 13 00,0.0,2.0,1.0
+42 11 52,,Kepler-1351,19 34 26,0.0,1.0,1.0
+48 42 05,,Kepler-1352,19 22 46,0.0,1.0,1.0
+42 34 35,,Kepler-1353,19 42 56,0.0,1.0,1.0
+37 45 33,,Kepler-1354,19 24 59,0.0,1.0,1.0
+49 04 05,,Kepler-1355,18 54 58,0.0,1.0,1.0
+43 14 38,,Kepler-1356,19 23 59,0.0,1.0,1.0
+50 21 12,,Kepler-1357,19 26 12,0.0,1.0,1.0
+43 00 32,,Kepler-1358,19 04 41,0.0,1.0,1.0
+41 53 34.16,669.000,Kepler-1359,19 18 09.316,0.0,2.0,1.0
+38 47 43,561.29,Kepler-135,19 21 58,0.0,2.0,1.0
+45 37 24,,Kepler-1360,20 01 23,0.0,1.0,1.0
+46 54 15,,Kepler-1361,18 54 16,0.0,1.0,1.0
+40 52 38,,Kepler-1362,19 14 09,0.0,1.0,1.0
+49 15 23,,Kepler-1363,19 47 59,0.0,1.0,1.0
+49 35 15,,Kepler-1364,19 40 37,0.0,1.0,1.0
+42 02 46,,Kepler-1365,19 28 48,0.0,2.0,1.0
+41 33 18,,Kepler-1366,19 00 16,0.0,1.0,1.0
+47 52 43,,Kepler-1367,19 13 40,0.0,1.0,1.0
+41 38 41,,Kepler-1368,19 39 04,0.0,1.0,1.0
+40 56 10,,Kepler-1369,19 03 11,0.0,1.0,1.0
+42 35 55.73,539.57,Kepler-136,19 45 52.158,0.0,2.0,1.0
+41 46 43,,Kepler-1370,18 58 16,0.0,2.0,1.0
+47 33 07,,Kepler-1371,19 15 20,0.0,2.0,1.0
+44 50 22,,Kepler-1372,19 15 33,0.0,1.0,1.0
+39 14 57,,Kepler-1373,19 03 00,0.0,1.0,1.0
+45 10 20,,Kepler-1374,19 25 24,0.0,1.0,1.0
+43 24 12,,Kepler-1375,19 45 10,0.0,1.0,1.0
+42 32 29,,Kepler-1376,19 07 50,0.0,1.0,1.0
+46 39 06,,Kepler-1377,19 16 47,0.0,1.0,1.0
+40 21 59,,Kepler-1378,19 49 30,0.0,1.0,1.0
+41 24 37,,Kepler-1379,19 34 41,0.0,1.0,1.0
+43 02 20,288.70,Kepler-137,18 48 32,0.0,2.0,1.0
+42 26 26,,Kepler-1380,19 12 28,0.0,1.0,1.0
+48 43 40,,Kepler-1381,19 10 09,0.0,1.0,1.0
+39 02 53,,Kepler-1382,19 41 31,0.0,1.0,1.0
+42 11 31,,Kepler-1383,19 51 47,0.0,1.0,1.0
+39 31 37,,Kepler-1384,19 44 52,0.0,1.0,1.0
+46 28 52,,Kepler-1385,18 50 32,0.0,1.0,1.0
+42 38 10,,Kepler-1386,18 43 18,0.0,1.0,1.0
+43 12 34,,Kepler-1387,19 29 46,0.0,1.0,1.0
+47 10 28,,Kepler-1388,18 53 21,0.0,4.0,1.0
+44 45 30,,Kepler-1389,19 02 52,0.0,1.0,1.0
+48 14 56,,Kepler-1390,19 54 39,0.0,1.0,1.0
+46 39 35,,Kepler-1391,19 39 19,0.0,1.0,1.0
+46 23 40,,Kepler-1392,19 15 04,0.0,1.0,1.0
+40 08 33,,Kepler-1393,18 57 50,0.0,1.0,1.0
+45 05 03,,Kepler-1394,18 53 49,0.0,1.0,1.0
+47 39 51,,Kepler-1395,19 29 21,0.0,1.0,1.0
+44 55 06,,Kepler-1396,19 37 21,0.0,1.0,1.0
+47 04 33,,Kepler-1397,19 58 42,0.0,1.0,1.0
+48 38 20,,Kepler-1398,19 39 28,0.0,2.0,1.0
+46 02 30,,Kepler-1399,19 33 15,0.0,1.0,1.0
+43 53 21,476.47,Kepler-139,18 49 34,0.0,2.0,1.0
+46 52 05.953,530,Kepler-13,19 07 53.1072,2.0,1.0,3.0
+45 26 27,,Kepler-1400,19 05 05,0.0,1.0,1.0
+40 45 30,,Kepler-1401,19 09 52,0.0,1.0,1.0
+48 58 05,,Kepler-1402,19 27 23,0.0,1.0,1.0
+38 57 36,,Kepler-1403,19 23 28,0.0,1.0,1.0
+50 29 54,,Kepler-1404,19 44 02,0.0,1.0,1.0
+39 15 22,,Kepler-1405,19 42 44,0.0,1.0,1.0
+38 54 54,,Kepler-1406,19 28 20,0.0,1.0,1.0
+41 28 18,,Kepler-1407,18 55 46,0.0,1.0,1.0
+45 25 33,,Kepler-1408,18 50 48,0.0,1.0,1.0
+51 12 31,,Kepler-1409,19 20 20,0.0,1.0,1.0
+46 46 05,638.17,Kepler-140,19 09 28,0.0,2.0,1.0
+38 44 37,,Kepler-1410,19 22 02,0.0,1.0,1.0
+42 57 50,,Kepler-1411,19 05 27,0.0,1.0,1.0
+49 12 09,,Kepler-1412,19 28 43,0.0,1.0,1.0
+46 29 56,,Kepler-1413,19 37 22,0.0,1.0,1.0
+42 25 20,,Kepler-1414,18 59 43,0.0,1.0,1.0
+47 52 24,,Kepler-1415,19 00 38,0.0,1.0,1.0
+43 53 39,,Kepler-1416,19 54 39,0.0,1.0,1.0
+40 36 19,,Kepler-1417,19 23 48,0.0,1.0,1.0
+41 40 43,,Kepler-1418,18 51 59,0.0,1.0,1.0
+37 58 17,,Kepler-1419,19 29 01,0.0,1.0,1.0
+47 43 54,313.46,Kepler-141,19 51 53,0.0,2.0,1.0
+42 46 40,,Kepler-1420,19 44 49,0.0,1.0,1.0
+48 32 39,,Kepler-1421,19 06 19,0.0,1.0,1.0
+48 20 10,,Kepler-1422,19 35 34,0.0,1.0,1.0
+41 06 36,,Kepler-1423,19 12 59,0.0,1.0,1.0
+40 13 46,,Kepler-1424,19 23 58,0.0,1.0,1.0
+43 00 45,,Kepler-1425,19 39 48,0.0,1.0,1.0
+49 25 01,,Kepler-1426,19 30 11,0.0,1.0,1.0
+45 06 52,,Kepler-1427,19 41 24,0.0,1.0,1.0
+49 35 42,,Kepler-1428,19 50 34,0.0,1.0,1.0
+49 02 42,,Kepler-1429,19 01 28,0.0,1.0,1.0
+48 28 52,627.86,Kepler-142,19 40 28,0.0,3.0,1.0
+43 22 20,,Kepler-1430,19 18 47,0.0,1.0,1.0
+49 51 55,,Kepler-1431,19 30 38,0.0,1.0,1.0
+49 49 46,,Kepler-1432,19 42 06,0.0,1.0,1.0
+49 27 25,,Kepler-1433,19 09 27,0.0,1.0,1.0
+51 12 11,,Kepler-1434,19 42 09,0.0,1.0,1.0
+44 55 16,,Kepler-1435,19 24 42,0.0,1.0,1.0
+46 46 05,,Kepler-1436,19 50 51,0.0,1.0,1.0
+49 19 33,,Kepler-1437,19 27 28,0.0,1.0,1.0
+40 40 54,,Kepler-1438,19 17 10,0.0,1.0,1.0
+40 58 48,,Kepler-1439,19 02 58,0.0,1.0,1.0
+49 24 45,890.59,Kepler-143,19 52 16,0.0,2.0,1.0
+48 18 44,,Kepler-1440,19 01 23,0.0,1.0,1.0
+43 07 29,,Kepler-1441,19 34 53,0.0,1.0,1.0
+48 50 49,,Kepler-1442,19 25 01,0.0,1.0,1.0
+47 04 01,,Kepler-1443,18 53 45,0.0,1.0,1.0
+42 02 26,,Kepler-1444,19 01 19,0.0,1.0,1.0
+43 54 54,,Kepler-1445,18 40 59.9,0.0,1.0,1.0
+46 43 34,,Kepler-1446,19 17 42,0.0,1.0,1.0
+50 43 38,,Kepler-1447,19 18 34,0.0,1.0,1.0
+50 35 44,,Kepler-1448,19 11 28,0.0,1.0,1.0
+50 34 04,,Kepler-1449,19 12 56,0.0,1.0,1.0
+42 46 31,385.13,Kepler-144,18 47 39,0.0,2.0,1.0
+45 04 53,,Kepler-1450,19 38 13,0.0,1.0,1.0
+40 24 36,,Kepler-1451,19 33 47,0.0,1.0,1.0
+38 15 59,,Kepler-1452,19 29 41,0.0,1.0,1.0
+47 56 51,,Kepler-1453,19 04 30,0.0,1.0,1.0
+48 49 54,,Kepler-1454,18 56 54,0.0,1.0,1.0
+50 30 10,,Kepler-1455,19 36 20,0.0,1.0,1.0
+43 49 22,,Kepler-1456,19 07 47,0.0,1.0,1.0
+42 01 38,,Kepler-1457,18 55 05,0.0,1.0,1.0
+41 02 17,,Kepler-1458,18 52 51,0.0,1.0,1.0
+46 00 50,,Kepler-1459,18 49 42,0.0,1.0,1.0
+44 00 39,,Kepler-1460,19 02 14,0.0,1.0,1.0
+43 11 54,,Kepler-1461,19 03 19,0.0,1.0,1.0
+42 23 49,,Kepler-1462,19 45 35,0.0,1.0,1.0
+42 00 25,,Kepler-1463,19 37 57,0.0,1.0,1.0
+38 45 15,,Kepler-1464,19 08 57,0.0,2.0,1.0
+51 54 17,,Kepler-1465,19 19 17,0.0,1.0,1.0
+44 36 36,,Kepler-1466,19 19 19,0.0,1.0,1.0
+45 20 34,,Kepler-1467,19 40 12,0.0,1.0,1.0
+41 16 39,,Kepler-1468,19 34 05,0.0,2.0,1.0
+39 23 29,,Kepler-1469,19 35 17,0.0,1.0,1.0
+38 42 36,844.99,Kepler-146,19 36 26,0.0,2.0,1.0
+39 52 59,,Kepler-1470,19 14 47,0.0,1.0,1.0
+50 01 12,,Kepler-1471,19 18 40,0.0,1.0,1.0
+49 03 27,,Kepler-1472,19 39 25,0.0,1.0,1.0
+48 59 46,,Kepler-1473,19 22 33,0.0,1.0,1.0
+45 52 01,,Kepler-1474,19 38 47,0.0,1.0,1.0
+44 45 11,,Kepler-1475,19 43 48,0.0,1.0,1.0
+43 59 24,,Kepler-1476,18 58 08,0.0,1.0,1.0
+42 41 09,,Kepler-1477,18 45 12,0.0,1.0,1.0
+41 44 46,,Kepler-1478,19 32 40,0.0,1.0,1.0
+49 42 24,,Kepler-1479,19 02 51,0.0,1.0,1.0
+39 05 13,1106.65,Kepler-147,19 11 54,0.0,2.0,1.0
+49 18 07,,Kepler-1480,19 27 59.9,0.0,1.0,1.0
+49 43 52,,Kepler-1481,19 17 45,0.0,1.0,1.0
+48 43 31,,Kepler-1482,19 01 15,0.0,1.0,1.0
+42 09 03,,Kepler-1483,19 41 38,0.0,1.0,1.0
+38 07 35,,Kepler-1484,19 30 44,0.0,1.0,1.0
+44 44 13,,Kepler-1485,19 52 23,0.0,1.0,1.0
+45 26 23,,Kepler-1486,19 22 22,0.0,1.0,1.0
+38 38 40,,Kepler-1487,19 41 59.6,0.0,1.0,1.0
+49 56 16,,Kepler-1488,19 06 35,0.0,1.0,1.0
+44 27 55,,Kepler-1489,18 45 11,0.0,1.0,1.0
+46 51 31,934.81,Kepler-148,19 19 08,0.0,3.0,1.0
+42 36 34,,Kepler-1490,19 42 46,0.0,1.0,1.0
+45 44 26,,Kepler-1491,19 34 31,0.0,1.0,1.0
+41 02 11,,Kepler-1492,19 14 23,0.0,1.0,1.0
+38 33 55,,Kepler-1493,19 14 12,0.0,1.0,1.0
+43 09 45,,Kepler-1494,18 50 38,0.0,1.0,1.0
+38 46 47,,Kepler-1495,19 04 31,0.0,1.0,1.0
+45 21 03,,Kepler-1496,19 35 54,0.0,1.0,1.0
+45 38 04,,Kepler-1497,19 44 47,0.0,1.0,1.0
+44 55 00,,Kepler-1498,18 59 07,0.0,1.0,1.0
+41 39 01,,Kepler-1499,18 55 57,0.0,1.0,1.0
+38 23 02,588.12,Kepler-149,19 03 24,0.0,3.0,1.0
+47 19 59,980,Kepler-14,19 10 50,0.0,1.0,1.0
+39 44 40,,Kepler-1500,19 15 32,0.0,1.0,1.0
+42 00 05,,Kepler-1501,19 19 40,0.0,1.0,1.0
+39 19 12,,Kepler-1502,19 44 26,0.0,1.0,1.0
+42 48 24,,Kepler-1503,19 34 55,0.0,1.0,1.0
+50 07 42,,Kepler-1504,19 18 51,0.0,1.0,1.0
+41 47 13,,Kepler-1505,19 28 00,0.0,1.0,1.0
+41 27 53,,Kepler-1506,19 20 36,0.0,1.0,1.0
+46 32 10,,Kepler-1507,19 14 15,0.0,1.0,1.0
+40 22 30,,Kepler-1508,19 52 29,0.0,1.0,1.0
+46 55 52,,Kepler-1509,18 55 11,0.0,1.0,1.0
+40 31 15,973.33,Kepler-150,19 12 56,0.0,4.0,1.0
+48 15 28,,Kepler-1510,19 55 50,0.0,1.0,1.0
+43 10 47,,Kepler-1511,19 13 41,0.0,1.0,1.0
+44 28 13,,Kepler-1512,19 17 06,0.0,1.0,1.0
+39 17 07,,Kepler-1513,19 19 10,0.0,1.0,1.0
+48 10 41,,Kepler-1515,19 23 54,0.0,1.0,1.0
+44 31 25,,Kepler-1516,19 25 59,0.0,1.0,1.0
+43 11 20,,Kepler-1517,19 11 14,0.0,1.0,1.0
+44 59 10,,Kepler-1518,20 01 20,0.0,1.0,1.0
+49 27 43,,Kepler-1519,19 46 40,0.0,1.0,1.0
+41 01 23,751.12,Kepler-151,19 28 39,0.0,2.0,1.0
+37 50 06,,Kepler-1521,19 30 46,0.0,1.0,1.0
+52 04 13,,Kepler-1522,19 19 22,0.0,1.0,1.0
+45 49 37,,Kepler-1523,19 44 13,0.0,1.0,1.0
+39 31 11,,Kepler-1524,19 35 32,0.0,1.0,1.0
+49 56 35,,Kepler-1525,19 22 14,0.0,1.0,1.0
+38 51 59,,Kepler-1526,19 00 29,0.0,1.0,1.0
+46 03 39,,Kepler-1527,19 49 39,0.0,1.0,1.0
+46 34 26,,Kepler-1528,19 09 37,0.0,1.0,1.0
+41 02 27,,Kepler-1529,19 19 29,0.0,1.0,1.0
+41 59 20,456.33,Kepler-152,19 07 27,0.0,2.0,1.0
+48 09 55,,Kepler-1530,19 12 39,0.0,2.0,1.0
+39 22 15,,Kepler-1531,19 00 35,0.0,1.0,1.0
+41 11 53,,Kepler-1532,19 47 37,0.0,1.0,1.0
+44 42 48,,Kepler-1533,19 43 54,0.0,1.0,1.0
+43 52 09,,Kepler-1534,19 29 35,0.0,1.0,1.0
+38 53 31,,Kepler-1535,19 06 27,0.0,1.0,1.0
+45 42 57,,Kepler-1536,19 26 20,0.0,1.0,1.0
+43 49 32,,Kepler-1537,19 37 32,0.0,1.0,1.0
