alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,20263460,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263460&format=geojson,,,,",ak20263460,",1.8,ml,,ak,,"32km SSW of Tanaga Volcano, Alaska",0.64,50,",ak,",reviewed,1537923106563,"M 1.8 - 32km SSW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538621276954,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263460
,,2000hk1k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hk1k&format=geojson,6.144,,61.0,",us2000hk1k,",4.9,mb,,us,,"47km ESE of Port-Olry, Vanuatu",1.09,369,",us,",reviewed,1537923070090,"M 4.9 - 47km ESE of Port-Olry, Vanuatu",0,earthquake,",geoserve,origin,phase-data,",660.0,1538967174040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hk1k
,,61786511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61786511&format=geojson,0.02941,,118.0,",av61786511,",0.33,ml,,av,5.0,"43km ENE of Adak, Alaska",0.12,2,",av,",reviewed,1537922267850,"M 0.3 - 43km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538071382940,https://earthquake.usgs.gov/earthquakes/eventpage/av61786511
green,,2000hk13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hk13&format=geojson,3.689,,32.0,",us2000hk13,",5.8,mwb,2.06,us,,"297km NNE of Ndoi Island, Fiji",0.95,518,",us,",reviewed,1537922253170,"M 5.8 - 297km NNE of Ndoi Island, Fiji",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720.0,1538966638124,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hk13
,,20263451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263451&format=geojson,,,,",ak20263451,",1.1,ml,,ak,,"98km WSW of Willow, Alaska",0.53,19,",ak,",reviewed,1537921921495,"M 1.1 - 98km WSW of Willow, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538621276446,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263451
,,70613082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70613082&format=geojson,0.002459,,60.0,",hv70613082,",2.19,ml,,hv,27.0,"6km SW of Volcano, Hawaii",0.13,74,",hv,",reviewed,1537921817020,"M 2.2 - 6km SW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1537924611700,https://earthquake.usgs.gov/earthquakes/eventpage/hv70613082
,,2000hk0z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hk0z&format=geojson,3.029,,87.0,",us2000hk0z,",4.1,mb,,us,,"Kepulauan Barat Daya, Indonesia",1.21,259,",us,",reviewed,1537921805140,"M 4.1 - Kepulauan Barat Daya, Indonesia",0,earthquake,",geoserve,origin,phase-data,",540.0,1538965599040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hk0z
,,73089706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089706&format=geojson,0.009054,,42.0,",nc73089706,",1.11,md,,nc,40.0,"6km NW of The Geysers, CA",0.04,19,",nc,",reviewed,1537921786300,"M 1.1 - 6km NW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537935122377,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089706
,,37369210,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369210&format=geojson,0.01077,,73.0,",ci37369210,",0.25,ml,,ci,23.0,"10km NE of Aguanga, CA",0.16,1,",ci,",reviewed,1537921752110,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537982409833,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369210
,,73089711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089711&format=geojson,0.1093,,113.0,",nc73089711,",1.44,md,,nc,30.0,"17km SSW of Mammoth Lakes, CA",0.06,32,",nc,",reviewed,1537921750220,"M 1.4 - 17km SSW of Mammoth Lakes, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537936744525,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089711
,,61786501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61786501&format=geojson,0.02771,,114.0,",av61786501,",-0.05,ml,,av,5.0,"53km SSW of Redoubt Volcano, Alaska",0.09,0,",av,",reviewed,1537921557080,"M -0.1 - 53km SSW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538087795610,https://earthquake.usgs.gov/earthquakes/eventpage/av61786501
,,00658271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658271&format=geojson,0.374,,301.19,",nn00658271,",0.2,ml,,nn,7.0,"73km SSE of Warm Springs, Nevada",0.2068,1,",nn,",reviewed,1537921369200,"M 0.2 - 73km SSE of Warm Springs, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538013981422,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658271
,,20270461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270461&format=geojson,,,,",ak20270461,",0.9,ml,,ak,,"4km SSW of Houston, Alaska",0.6,12,",ak,",reviewed,1537921182898,"M 0.9 - 4km SSW of Houston, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538621275920,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270461
,,37369202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369202&format=geojson,0.05496,,46.0,",ci37369202,",0.59,ml,,ci,32.0,"11km SSW of Idyllwild, CA",0.11,5,",ci,",reviewed,1537920909480,"M 0.6 - 11km SSW of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537981305720,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369202
,,37369194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369194&format=geojson,0.003984,,36.0,",ci37369194,",0.88,ml,,ci,35.0,"10km NE of Aguanga, CA",0.13,12,",ci,",reviewed,1537920662270,"M 0.9 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537968672480,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369194
,,20263440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263440&format=geojson,,,,",ak20263440,",1.9,ml,,ak,,"67km ENE of Sutton-Alpine, Alaska",0.88,56,",ak,",reviewed,1537920463203,"M 1.9 - 67km ENE of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538621275186,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263440
,,20263441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263441&format=geojson,,,,",ak20263441,",1.2,ml,,ak,,"126km NNW of Arctic Village, Alaska",0.66,22,",ak,",reviewed,1537920417926,"M 1.2 - 126km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538621274641,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263441
,,2000hk71,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hk71&format=geojson,,,,",ak20263437,us2000hk71,",2.8,ml,,us,,"60km NNW of Atka, Alaska",0.68,121,",ak,us,",reviewed,1537920366510,"M 2.8 - 60km NNW of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720.0,1538965415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hk71
,,20263438,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263438&format=geojson,,,,",ak20263438,",2.4,ml,,ak,,"49km NE of Adak, Alaska",0.38,89,",ak,",reviewed,1537920084141,"M 2.4 - 49km NE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538621273488,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263438
,,2000hk0s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hk0s&format=geojson,1.808,,119.0,",us2000hk0s,",4.4,mb,,us,,"102km E of Taron, Papua New Guinea",0.58,298,",us,",reviewed,1537920029450,"M 4.4 - 102km E of Taron, Papua New Guinea",0,earthquake,",geoserve,origin,phase-data,",600.0,1538964124040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hk0s
,,20263428,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263428&format=geojson,,,,",ak20263428,",2.1,ml,,ak,,"121km NNW of Talkeetna, Alaska",0.75,68,",ak,",reviewed,1537919931927,"M 2.1 - 121km NNW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675676746,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263428
,,37369186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369186&format=geojson,0.004366,,26.0,",ci37369186,",1.42,ml,,ci,57.0,"9km NE of Aguanga, CA",0.2,31,",ci,",reviewed,1537919730290,"M 1.4 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537968736760,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369186
,,20263425,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263425&format=geojson,,,,",ak20263425,",1.6,ml,,ak,,"41km SW of Redoubt Volcano, Alaska",0.5,39,",ak,",reviewed,1537919272997,"M 1.6 - 41km SW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675676196,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263425
,,73089691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089691&format=geojson,0.1991,,72.0,",nn00658141,nc73089691,",2.21,md,,nc,18.0,"26km W of Sunnyside-Tahoe City, CA",0.18,75,",nn,nc,",reviewed,1537919155830,"M 2.2 - 26km W of Sunnyside-Tahoe City, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537996916817,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089691
,,37369170,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369170&format=geojson,0.007247,,36.0,",ci37369170,",0.41,ml,,ci,29.0,"10km NE of Aguanga, CA",0.11,3,",ci,",reviewed,1537918720780,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537980817893,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369170
,,20263422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263422&format=geojson,,,,",ak20263422,",1.5,ml,,ak,,"53km NNE of Redoubt Volcano, Alaska",0.51,35,",ak,",reviewed,1537918660165,"M 1.5 - 53km NNE of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675675640,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263422
,,37369162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369162&format=geojson,0.1611,,106.0,",ci37369162,",0.83,ml,,ci,36.0,"16km SSW of Oasis, CA",0.19,11,",ci,",reviewed,1537918467930,"M 0.8 - 16km SSW of Oasis, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537980400747,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369162
,,73089686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089686&format=geojson,0.01116,,107.0,",nc73089686,",0.72,md,,nc,9.0,"5km W of Cobb, CA",0.03,8,",nc,",automatic,1537918449460,"M 0.7 - 5km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537920903795,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089686
,,20263418,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263418&format=geojson,,,,",ak20263418,",1.1,ml,,ak,,"116km WNW of Arctic Village, Alaska",0.91,19,",ak,",reviewed,1537918259395,"M 1.1 - 116km WNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675675142,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263418
,,1000h54t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h54t&format=geojson,0.313,,166.0,",ak20263412,us1000h54t,",3.6,mb,,us,,"36km SSE of False Pass, Alaska",0.61,199,",ak,us,",reviewed,1537918021410,"M 3.6 - 36km SSE of False Pass, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538963593040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h54t
,,20271154,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20271154&format=geojson,,,,",ak20271154,",1.3,ml,,ak,,"88km SW of Homer, Alaska",0.25,26,",ak,",reviewed,1537917562965,"M 1.3 - 88km SW of Homer, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538675674073,https://earthquake.usgs.gov/earthquakes/eventpage/ak20271154
,,20271153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20271153&format=geojson,,,,",ak20271153,",1.8,ml,,ak,,"75km SW of Kaktovik, Alaska",0.7,50,",ak,",reviewed,1537917504168,"M 1.8 - 75km SW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675673585,https://earthquake.usgs.gov/earthquakes/eventpage/ak20271153
,,20263406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263406&format=geojson,,,,",ak20263406,",1.3,ml,,ak,,"57km NW of Nikiski, Alaska",0.45,26,",ak,",reviewed,1537917469145,"M 1.3 - 57km NW of Nikiski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675673047,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263406
,,37369146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369146&format=geojson,0.1007,,63.0,",ci37369146,",1.16,ml,,ci,20.0,"4km N of Boron, CA",0.25,21,",ci,",reviewed,1537917420790,"M 1.2 Quarry Blast - 4km N of Boron, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-480.0,1537983431872,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369146
,,20263401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263401&format=geojson,,,,",ak20263401,",0.8,ml,,ak,,"22km NE of Fairbanks, Alaska",0.22,10,",ak,",reviewed,1537917314503,"M 0.8 Explosion - 22km NE of Fairbanks, Alaska",0,explosion,",geoserve,origin,phase-data,",-540.0,1538675672575,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263401
,,2018268005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018268005&format=geojson,0.6551,,310.0,",pr2018268005,us2000hk38,",3.38,md,,pr,4.0,"89km N of Punta Cana, Dominican Republic",0.16,176,",pr,us,",reviewed,1537917290770,"M 3.4 - 89km N of Punta Cana, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-300.0,1538952301040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018268005
,,20263397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263397&format=geojson,,,,",ak20263397,",1.8,ml,,ak,,"74km SSW of Kaktovik, Alaska",0.42,50,",ak,",reviewed,1537917264793,"M 1.8 - 74km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675672070,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263397
,,20263394,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263394&format=geojson,,,,",ak20263394,",1.2,ml,,ak,,"65km WNW of Talkeetna, Alaska",0.35,22,",ak,",reviewed,1537917167667,"M 1.2 - 65km WNW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675671560,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263394
,,20263391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263391&format=geojson,,,,",ak20263391,",0.8,ml,,ak,,"11km SSE of Salcha, Alaska",0.46,10,",ak,",reviewed,1537917056571,"M 0.8 - 11km SSE of Salcha, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675671061,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263391
,,37369138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369138&format=geojson,0.1449,,39.0,",ci37369138,",1.11,ml,,ci,33.0,"16km E of Julian, CA",0.17,19,",ci,",reviewed,1537916750640,"M 1.1 - 16km E of Julian, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537919385710,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369138
,,2000hjzn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hjzn&format=geojson,0.377,,59.0,",us2000hjzn,",4.3,mb,,us,,"132km E of Taltal, Chile",0.97,284,",us,",reviewed,1537916694380,"M 4.3 - 132km E of Taltal, Chile",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538951917040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hjzn
,,20271147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20271147&format=geojson,,,,",ak20271147,",1.4,ml,,ak,,"32km ESE of Unalaska, Alaska",0.24,30,",ak,",reviewed,1537916415857,"M 1.4 - 32km ESE of Unalaska, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538675670575,https://earthquake.usgs.gov/earthquakes/eventpage/ak20271147
,2.0,2000hjzl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000hjzl&format=geojson,3.838,2.0,101.0,",us2000hjzl,",5.2,mww,,us,,"29km ESE of Minas de Marcona, Peru",0.81,416,",us,",reviewed,1537916207550,"M 5.2 - 29km ESE of Minas de Marcona, Peru",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300.0,1539394282282,https://earthquake.usgs.gov/earthquakes/eventpage/us2000hjzl
,,20263383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263383&format=geojson,,,,",ak20263383,",0.9,ml,,ak,,"121km NNW of Kodiak Station, Alaska",0.68,12,",ak,",reviewed,1537915926584,"M 0.9 - 121km NNW of Kodiak Station, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675670094,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263383
,,1000h76i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h76i&format=geojson,2.457,,245.0,",ak20271145,us1000h76i,",2.8,ml,,us,,"265km SE of Kodiak, Alaska",0.54,121,",ak,us,",reviewed,1537915607590,"M 2.8 - 265km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539233340040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h76i
,,37369106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369106&format=geojson,0.1335,,80.0,",ci37369106,",1.58,ml,,ci,40.0,"26km ENE of Pine Valley, CA",0.17,38,",ci,",reviewed,1537915487090,"M 1.6 - 26km ENE of Pine Valley, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537922660610,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369106
,,73089681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089681&format=geojson,0.06499,,80.0,",nc73089681,",2.15,md,,nc,22.0,"27km W of Hayfork, CA",0.16,71,",nc,",reviewed,1537915411910,"M 2.2 - 27km W of Hayfork, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537933623249,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089681
,,37369090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369090&format=geojson,0.06668,,68.0,",ci37369090,",0.36,ml,,ci,11.0,"11km NE of Aguanga, CA",0.11,2,",ci,",reviewed,1537915396480,"M 0.4 - 11km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537968658689,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369090
,,20263378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263378&format=geojson,,,,",ak20263378,",1.5,ml,,ak,,"123km NW of Arctic Village, Alaska",0.64,35,",ak,",reviewed,1537915124120,"M 1.5 - 123km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675669096,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263378
,,37369074,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369074&format=geojson,0.005502,,41.0,",ci37369074,",0.8,ml,,ci,28.0,"10km NE of Aguanga, CA",0.18,10,",ci,",reviewed,1537914951460,"M 0.8 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537919389600,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369074
,,20263382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263382&format=geojson,,,,",ak20263382,",1.4,ml,,ak,,"78km S of Dease Lake, Canada",0.73,30,",ak,",reviewed,1537914941837,"M 1.4 Other Event - 78km S of Dease Lake, Canada",0,other event,",geoserve,origin,phase-data,",-480.0,1538675668647,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263382
,,20263372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263372&format=geojson,,,,",ak20263372,us2000hjz9,",3.4,ml,3.3,ak,,"78km SSW of Kaktovik, Alaska",0.84,178,",ak,us,",reviewed,1537914751281,"M 3.4 - 78km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,shakemap,",-540.0,1539232993040,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263372
,,73089676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089676&format=geojson,0.008939,,154.0,",nc73089676,",0.4,md,,nc,9.0,"6km E of Mammoth Lakes, CA",0.02,2,",nc,",reviewed,1537914736110,"M 0.4 - 6km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537921623858,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089676
,,1000h76g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h76g&format=geojson,0.697,,203.0,",ak20263370,us1000h76g,",2.8,ml,,us,,"53km SSE of Yunaska Island, Alaska",1.35,121,",ak,us,",reviewed,1537914591100,"M 2.8 - 53km SSE of Yunaska Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-660.0,1539232703040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h76g
,,20263368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263368&format=geojson,,,,",ak20263368,",1.3,ml,,ak,,"31km E of Redoubt Volcano, Alaska",0.24,26,",ak,",reviewed,1537914343981,"M 1.3 - 31km E of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675666946,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263368
,,00658121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658121&format=geojson,0.092,,130.77,",nn00658121,",-0.2,ml,,nn,10.0,"29km NNE of Beatty, Nevada",0.1375,0,",nn,",reviewed,1537914106982,"M -0.2 - 29km NNE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1537927556677,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658121
,,20263366,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20263366&format=geojson,,,,",ak20263366,",1.9,ml,,ak,,"35km SSW of Tanaga Volcano, Alaska",0.51,56,",ak,",reviewed,1537913862405,"M 1.9 - 35km SSW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538675666428,https://earthquake.usgs.gov/earthquakes/eventpage/ak20263366
,,73089671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089671&format=geojson,0.01645,,113.0,",nc73089671,",0.55,md,,nc,8.0,"5km WNW of The Geysers, CA",0.05,5,",nc,",automatic,1537913754790,"M 0.6 - 5km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537916223326,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089671
,,37369002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37369002&format=geojson,0.08045,,93.0,",ci37369002,",1.43,ml,,ci,50.0,"9km N of Borrego Springs, CA",0.23,31,",ci,",reviewed,1537913548640,"M 1.4 - 9km N of Borrego Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537919453240,https://earthquake.usgs.gov/earthquakes/eventpage/ci37369002
,,73089661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089661&format=geojson,0.01572,,219.0,",nc73089661,",0.58,md,,nc,9.0,"9km NW of Cobb, CA",0.03,5,",nc,",automatic,1537913270240,"M 0.6 - 9km NW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537919702677,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089661
,,37368994,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37368994&format=geojson,0.07167,,47.0,",ci37368994,",0.54,ml,,ci,19.0,"10km NE of Aguanga, CA",0.12,4,",ci,",reviewed,1537913074180,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1537919378179,https://earthquake.usgs.gov/earthquakes/eventpage/ci37368994
,,20271138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20271138&format=geojson,,,,",ak20271138,",1.5,ml,,ak,,"79km SW of Anchor Point, Alaska",0.33,35,",ak,",reviewed,1537912638204,"M 1.5 - 79km SW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538675665888,https://earthquake.usgs.gov/earthquakes/eventpage/ak20271138
,,20271137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20271137&format=geojson,,,,",ak20271137,",1.1,ml,,ak,,"124km NW of Arctic Village, Alaska",0.41,19,",ak,",reviewed,1537912635265,"M 1.1 - 124km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538675665411,https://earthquake.usgs.gov/earthquakes/eventpage/ak20271137
,,1000h54w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h54w&format=geojson,2.388,,93.0,",us1000h54w,",4.1,mb,,us,,"264km NW of Saumlaki, Indonesia",0.82,259,",us,",reviewed,1537912531340,"M 4.1 - 264km NW of Saumlaki, Indonesia",0,earthquake,",geoserve,origin,phase-data,",540.0,1539231792040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h54w
,,73089651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73089651&format=geojson,0.01195,,110.0,",nc73089651,",-0.1,md,,nc,9.0,"8km E of Mammoth Lakes, CA",0.07,0,",nc,",reviewed,1537912219260,"M -0.1 - 8km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1537913648193,https://earthquake.usgs.gov/earthquakes/eventpage/nc73089651
