mag,magType,time,place,tsunami,parsed_place
1.1,ml,1537676727236,"32km ESE of Healy, Alaska",0,Alaska
1.4,ml,1537676316671,"95km NW of Arctic Village, Alaska",0,Alaska
1.4,ml,1537675444000,"47km SSE of Tanaga Volcano, Alaska",0,Alaska
1.34,ml,1537675209220,"6km NW of Friday Harbor, Washington",0,Washington
1.4,ml,1537675200972,"17km NW of Amatignak Island, Alaska",0,Alaska
-0.19,ml,1537674893730,"50km W of Tanaga Volcano, Alaska",0,Alaska
1.3,ml,1537674319303,"125km NNW of Arctic Village, Alaska",0,Alaska
0.71,md,1537674222350,"3km SW of Pacheco, CA",0,California
0.63,ml,1537673980640,"16km NNW of Borrego Springs, CA",0,California
1.0,md,1537673620900,"4km SW of Baywood-Los Osos, CA",0,California
1.4,ml,1537673380473,"74km SW of Kaktovik, Alaska",0,Alaska
0.35,ml,1537672821640,"9km NE of Aguanga, CA",0,California
2.51,md,1537672675730,"20km W of Clinton, Arkansas",0,Arkansas
-0.3,ml,1537672512992,"51km E of Beatty, Nevada",0,Nevada
3.25,md,1537672455950,"43km NNE of Road Town, British Virgin Islands",0,British Virgin Islands
5.2,mww,1537672178810,"119km WSW of Kota Ternate, Indonesia",0,Indonesia
3.24,md,1537671980450,"40km NNE of Road Town, British Virgin Islands",0,British Virgin Islands
1.08,ml,1537671745910,"14km ESE of Lincoln, Montana",0,Montana
1.5,ml,1537671315717,"117km NW of Arctic Village, Alaska",0,Alaska
1.7,ml,1537671216390,"12km WNW of Solomon, Kansas",0,Kansas
1.1,ml,1537671126859,"69km SSW of Kaktovik, Alaska",0,Alaska
3.06,md,1537670931700,"41km N of Road Town, British Virgin Islands",0,British Virgin Islands
1.7,ml,1537670929801,"41km S of Sand Point, Alaska",0,Alaska
1.21,md,1537670752850,"8km SSE of Manti, Utah",0,Utah
4.2,mb,1537670732000,"278km S of Kute, Indonesia",0,Indonesia
1.88,md,1537670622920,"1km N of Las Ochenta, Puerto Rico",0,Puerto Rico
-0.5,ml,1537669843406,"48km ESE of Beatty, Nevada",0,Nevada
0.89,md,1537669696680,"5km NW of The Geysers, CA",0,California
1.3,ml,1537669681371,"21km NNE of Badger, Alaska",0,Alaska
0.1,ml,1537669240202,"59km WSW of Alamo, Nevada",0,Nevada
1.2,ml,1537669184520,"125km NW of Arctic Village, Alaska",0,Alaska
1.1,ml,1537669015703,"102km NW of Arctic Village, Alaska",0,Alaska
1.08,ml,1537668925060,"12km ESE of Lincoln, Montana",0,Montana
0.21,ml,1537668624200,"13km ESE of Anza, CA",0,California
1.2,ml,1537668586271,"81km SSW of Kaktovik, Alaska",0,Alaska
0.3,ml,1537668564219,"35km SSE of Goldfield, Nevada",0,Nevada
0.56,md,1537668155060,"7km NW of The Geysers, CA",0,California
0.14,md,1537668000840,"4km SE of Mammoth Lakes, CA",0,California
0.38,md,1537667819400,"5km SE of Mammoth Lakes, CA",0,California
1.29,md,1537667444850,"7km NW of The Geysers, CA",0,California
1.2,ml,1537667425384,"89km WNW of Arctic Village, Alaska",0,Alaska
0.1,ml,1537667250598,"71km E of Beatty, Nevada",0,Nevada
1.6,ml,1537667234930,"83km NNW of Talkeetna, Alaska",0,Alaska
2.0,ml,1537666958450,"12km ESE of Lincoln, Montana",0,Montana
1.8,ml,1537666885439,"87km SW of Kaktovik, Alaska",0,Alaska
-0.64,ml,1537666692080,"101km ESE of King Salmon, Alaska",0,Alaska
-0.34,ml,1537666618740,"101km ESE of King Salmon, Alaska",0,Alaska
1.6,ml,1537666594100,"61km SSE of Tanaga Volcano, Alaska",0,Alaska
0.65,ml,1537666324430,"22km NNW of Borrego Springs, CA",0,California
1.8,ml,1537666298475,"43km SW of Redoubt Volcano, Alaska",0,Alaska
0.6,ml,1537666130540,"30km SW of Hawthorne, Nevada",0,Nevada
1.2,ml,1537665745629,"80km SSW of Kaktovik, Alaska",0,Alaska
1.2,ml,1537665568419,"61km WNW of Talkeetna, Alaska",0,Alaska
2.0,ml,1537665553771,"81km SW of Kaktovik, Alaska",0,Alaska
0.8,ml,1537665167100,"59km E of Big Pine, California",0,California
1.2,ml,1537664818389,"24km S of Cohoe, Alaska",0,Alaska
1.9,ml,1537664620706,"128km NNW of Arctic Village, Alaska",0,Alaska
3.1,ml,1537664505160,"29km SE of Jeffrey City, Wyoming",0,Wyoming
0.94,md,1537664364340,"7km NW of The Geysers, CA",0,California
1.4,ml,1537664348441,"79km NNW of Yakutat, Alaska",0,Alaska
1.5,ml,1537664288136,"116km NNW of Arctic Village, Alaska",0,Alaska
0.6,md,1537664168220,"7km NW of The Geysers, CA",0,California
4.1,mb,1537664112450,"66km SE of Coracora, Peru",0,Peru
1.1,ml,1537664107250,"77km SSW of Kaktovik, Alaska",0,Alaska
0.9,ml,1537664054877,"76km SSW of Kaktovik, Alaska",0,Alaska
1.2,ml,1537663731351,"79km SW of Kaktovik, Alaska",0,Alaska
1.6,ml,1537663723341,"29km SW of Tanaga Volcano, Alaska",0,Alaska
1.5,ml,1537663279377,"16km S of Knik-Fairview, Alaska",0,Alaska
0.59,ml,1537663201420,"10km NE of Aguanga, CA",0,California
0.32,ml,1537662422930,"4km N of Palomar Observatory, CA",0,California
1.36,ml,1537662299270,"2km N of Driggs, Idaho",0,Idaho
0.68,ml,1537662176970,"21km NNW of Borrego Springs, CA",0,California
-0.5,ml,1537662063550,"95km SE of King Salmon, Alaska",0,Alaska
0.9,ml,1537661823100,"9km ENE of Gardnerville Ranchos, Nevada",0,Nevada
1.5,ml,1537661461226,"114km S of Coldfoot, Alaska",0,Alaska
2.0,ml,1537661414738,"45km E of Semisopochnoi Island, Alaska",0,Alaska
1.08,md,1537661112210,"9km ENE of Milpitas, CA",0,California
0.56,md,1537660230860,"6km WNW of Cobb, CA",0,California
3.2,ml,1537660178351,"123km SSE of Prudhoe Bay, Alaska",0,Alaska
1.41,ml,1537659919260,"22km SW of Little Lake, CA",0,California
2.01,ml,1537659575270,"15km WNW of Alberto Oviedo Mota, B.C., MX",0,Mexico
2.7,ml,1537659311450,"34km WNW of Valdez, Alaska",0,Alaska
1.29,md,1537659183400,"8km SE of Pinnacles, CA",0,California
3.16,md,1537658755430,"91km NNW of Road Town, British Virgin Islands",0,British Virgin Islands
0.65,ml,1537658573500,"21km NNW of Borrego Springs, CA",0,California
0.7,md,1537658125400,"6km WNW of The Geysers, CA",0,California
0.5,ml,1537657139930,"9km NE of Aguanga, CA",0,California
0.73,ml,1537656953270,"12km NE of Borrego Springs, CA",0,California
4.7,mb,1537656311310,"148km SW of Dadali, Solomon Islands",0,Solomon Islands
0.43,ml,1537655925910,"102km NW of Larsen Bay, Alaska",0,Alaska
2.0,ml,1537655687460,"23km NE of Redoubt Volcano, Alaska",0,Alaska
4.7,mb,1537655684020,"18km NE of Juybar, Iran",0,Iran
1.6,ml,1537655428096,"109km NNW of Arctic Village, Alaska",0,Alaska
1.4,ml,1537655321602,"38km NE of Talkeetna, Alaska",0,Alaska
1.06,md,1537654908370,"19km E of Toms Place, CA",0,California
3.18,md,1537654879360,"39km N of Culebra, Puerto Rico",0,Puerto Rico
2.38,ml,1537654870290,"11km NNW of Warner Springs, CA",0,California
4.4,mb,1537654832300,"66km N of Port-Vila, Vanuatu",0,Vanuatu
4.2,mb,1537654508260,"164km E of Nago, Japan",0,Japan
1.2,ml,1537654428829,"19km NW of North Nenana, Alaska",0,Alaska
2.65,md,1537653917850,"38km NNW of San Antonio, Puerto Rico",0,Puerto Rico
3.9,mb,1537653461940,"26km SW of Tanaga Volcano, Alaska",0,Alaska
0.77,md,1537653320870,"4km NW of The Geysers, CA",0,California
-0.64,ml,1537651740390,"41km ENE of Adak, Alaska",0,Alaska
2.2,ml,1537651656273,"76km SW of Kaktovik, Alaska",0,Alaska
1.9,ml,1537651599074,"71km WNW of Yakutat, Alaska",0,Alaska
0.5,ml,1537651407074,"60km WNW of Beatty, Nevada",0,Nevada
1.49,ml,1537650698200,"11km ENE of Lebec, CA",0,California
2.3,ml,1537649962389,"53km SSW of Kaktovik, Alaska",0,Alaska
2.36,ml,1537649328830,"8km ENE of Aguanga, CA",0,California
0.45,ml,1537649245150,"40km WSW of Unalaska, Alaska",0,Alaska
0.55,ml,1537649125340,"10km NE of Aguanga, CA",0,California
2.35,ml,1537648834200,"46km NE of Jackson, Wyoming",0,Wyoming
2.0,ml,1537648825771,"120km NW of Arctic Village, Alaska",0,Alaska
0.31,ml,1537648470740,"9km NE of Aguanga, CA",0,California
0.88,ml,1537648463180,"7km N of Borrego Springs, CA",0,California
1.94,ml,1537648423230,"8km NE of Aguanga, CA",0,California
1.8,ml,1537648089274,"88km NNW of Talkeetna, Alaska",0,Alaska
1.21,ml,1537647740670,"9km NNE of Simmler, CA",0,California
1.7,md,1537646906890,"6km SW of Guanica, Puerto Rico",0,Puerto Rico
2.13,ml,1537646739750,"6km N of Julian, CA",0,California
2.48,md,1537646660330,"4km N of Santa Rosa, CA",0,California
1.1,ml,1537646646930,"9km E of Borrego Springs, CA",0,California
3.0,ml,1537646509280,"18km S of Knik-Fairview, Alaska",0,Alaska
0.15,md,1537646038400,"13km ESE of Nibley, Utah",0,Utah
0.84,ml,1537645427970,"9km ENE of Aguanga, CA",0,California
2.8,ml,1537645295438,"69km SSW of Kaktovik, Alaska",0,Alaska
1.15,md,1537645186940,"9km N of Round Valley, CA",0,California
-0.4,ml,1537644940440,"44km ESE of Beatty, Nevada",0,Nevada
0.74,md,1537644097750,"5km SE of Mammoth Lakes, CA",0,California
5.0,mb,1537643812970,"166km NNW of Saumlaki, Indonesia",0,Indonesia
1.6,ml,1537643685829,"46km SSW of Kaktovik, Alaska",0,Alaska
1.8,ml,1537643457353,"132km NNW of Arctic Village, Alaska",0,Alaska
-0.17,ml,1537642941270,"95km SE of King Salmon, Alaska",0,Alaska
1.19,md,1537642776810,"5km SE of Mammoth Lakes, CA",0,California
-0.13,ml,1537642257280,"13km W of Akutan, Alaska",0,Alaska
1.6,ml,1537641881336,"86km WNW of Arctic Village, Alaska",0,Alaska
0.0,ml,1537641446362,"44km ESE of Beatty, Nevada",0,Nevada
5.1,mb,1537641336450,"109km E of `Ohonua, Tonga",0,Tonga
2.8,ml,1537641287976,"57km SSW of Kaktovik, Alaska",0,Alaska
2.04,md,1537641031040,"4km ESE of Union City, CA",0,California
1.1,ml,1537640819073,"101km N of Manley Hot Springs, Alaska",0,Alaska
4.0,mb,1537640754840,"65km E of Shizunai, Japan",0,Japan
0.87,ml,1537640590530,"2km SSW of Calimesa, CA",0,California
4.2,mb,1537640212550,South of the Fiji Islands,0,Fiji
1.12,ml,1537640109330,"11km WNW of Junction, Utah",0,Utah
1.7,ml,1537639993263,"104km NNW of Arctic Village, Alaska",0,Alaska
1.4,ml,1537639973384,"3km WSW of Tahoe Vista, California",0,California
1.28,ml,1537639948880,"15km NE of Borrego Springs, CA",0,California
1.78,md,1537639785600,"4km WSW of Volcano, Hawaii",0,Hawaii
0.56,ml,1537639523580,"9km NE of Aguanga, CA",0,California
1.8,ml,1537639467540,"108km NW of Arctic Village, Alaska",0,Alaska
1.7,ml,1537639070885,"62km SSW of Kaktovik, Alaska",0,Alaska
0.3,ml,1537638628144,"70km NNE of Pahrump, Nevada",0,Nevada
0.81,ml,1537638493060,"13km NNE of Ocotillo Wells, CA",0,California
4.1,mb,1537638202570,"11km NE of Sambelia, Indonesia",0,Indonesia
1.5,ml,1537637544828,"68km SSW of Kobuk, Alaska",0,Alaska
1.74,ml,1537637543360,"3km W of Volcano, Hawaii",0,Hawaii
-0.67,ml,1537637302470,"42km ENE of Adak, Alaska",0,Alaska
1.24,md,1537637298080,"6km SW of San Ardo, CA",0,California
1.86,ml,1537637216370,"2km SSW of Princeton, Canada",0,Canada
0.94,ml,1537636959190,"60km SSE of King Salmon, Alaska",0,Alaska
0.66,ml,1537636927860,"3km WNW of Borrego Springs, CA",0,California
0.36,ml,1537636623270,"21km W of Dutch Harbor, Alaska",0,Alaska
2.1,ml,1537636165162,"67km S of Kaktovik, Alaska",0,Alaska
2.2,ml,1537635738198,"108km NNW of Larsen Bay, Alaska",0,Alaska
4.2,mb,1537635600310,"39km N of Niltepec, Mexico",0,Mexico
0.56,md,1537635573160,"7km NW of The Geysers, CA",0,California
-0.1,ml,1537635482278,"68km N of Gabbs, Nevada",0,Nevada
0.61,md,1537635236320,"5km NW of The Geysers, CA",0,California
1.63,ml,1537635228420,"29km ESE of Milton-Freewater, Oregon",0,Oregon
-0.1,ml,1537634937028,"21km NNE of Hawthorne, Nevada",0,Nevada
0.59,ml,1537634780070,"9km NE of Aguanga, CA",0,California
0.44,md,1537634460900,"14km SE of Mammoth Lakes, CA",0,California
1.6,ml,1537634363395,"121km NW of Arctic Village, Alaska",0,Alaska
1.8,ml,1537634206082,"101km NW of Arctic Village, Alaska",0,Alaska
1.6,ml,1537633489840,"90km NW of Arctic Village, Alaska",0,Alaska
2.72,md,1537633361460,"32km NW of San Antonio, Puerto Rico",0,Puerto Rico
0.56,md,1537633284120,"3km N of The Geysers, CA",0,California
1.03,ml,1537633214210,"9km NE of Aguanga, CA",0,California
1.03,ml,1537633049570,"9km NE of Aguanga, CA",0,California
1.9,ml,1537632817526,"86km WNW of Arctic Village, Alaska",0,Alaska
1.8,ml,1537632740668,"94km WNW of Arctic Village, Alaska",0,Alaska
-0.21,ml,1537632706050,"21km W of Unalaska, Alaska",0,Alaska
1.0,ml,1537632682491,"13km NNE of Fairbanks, Alaska",0,Alaska
1.5,ml,1537632430678,"119km NW of Arctic Village, Alaska",0,Alaska
1.36,md,1537632351680,"3km NNW of The Geysers, CA",0,California
1.5,ml,1537632234902,"124km NW of Arctic Village, Alaska",0,Alaska
2.8,ml,1537632058196,"126km NW of Arctic Village, Alaska",0,Alaska
0.49,md,1537631624570,"8km W of Cobb, CA",0,California
0.0,ml,1537631621056,"63km WSW of Alamo, Nevada",0,Nevada
-0.21,ml,1537631588630,"22km W of Unalaska, Alaska",0,Alaska
0.87,ml,1537631415350,"9km NE of Nuevo, CA",0,California
1.7,ml,1537631224238,"87km WNW of Arctic Village, Alaska",0,Alaska
1.4,ml,1537631160059,"96km WNW of Arctic Village, Alaska",0,Alaska
-0.31,ml,1537630945300,"15km WNW of Akutan, Alaska",0,Alaska
2.4,ml,1537630824649,"122km NW of Arctic Village, Alaska",0,Alaska
1.6,ml,1537630730185,"50km SSW of Kaktovik, Alaska",0,Alaska
0.88,md,1537630666700,"3km S of Anderson Springs, CA",0,California
-0.23,ml,1537630501240,"101km ESE of King Salmon, Alaska",0,Alaska
0.7,ml,1537630088669,"10km ESE of Carson City, Nevada",0,Nevada
1.8,ml,1537629989689,"63km SW of Kaktovik, Alaska",0,Alaska
0.8,ml,1537629987472,"10km ESE of Carson City, Nevada",0,Nevada
1.9,ml,1537629679955,"86km WNW of Arctic Village, Alaska",0,Alaska
1.5,ml,1537629369533,"88km WNW of Arctic Village, Alaska",0,Alaska
0.59,ml,1537629047540,"9km NE of Aguanga, CA",0,California
0.31,ml,1537629043190,"9km NE of Aguanga, CA",0,California
1.3,ml,1537628377010,"85km WNW of Arctic Village, Alaska",0,Alaska
1.9,ml,1537628272010,"94km WNW of Arctic Village, Alaska",0,Alaska
0.16,ml,1537628144630,"22km W of Unalaska, Alaska",0,Alaska
1.8,ml,1537628074892,"72km W of Anchor Point, Alaska",0,Alaska
0.22,ml,1537627991310,"10km NE of Aguanga, CA",0,California
1.7,ml,1537627713855,"86km WNW of Arctic Village, Alaska",0,Alaska
1.2,ml,1537627474226,"93km WNW of Arctic Village, Alaska",0,Alaska
0.19,ml,1537627413580,"10km NE of Aguanga, CA",0,California
0.36,ml,1537627251140,"10km NE of Aguanga, CA",0,California
1.5,ml,1537627215119,"86km WNW of Arctic Village, Alaska",0,Alaska
0.5,ml,1537626818409,"19km WSW of Smith Valley, Nevada",0,Nevada
1.79,ml,1537626658900,"3km SE of Vincent, CA",0,California
4.4,mb,1537626465260,"71km N of Isangel, Vanuatu",0,Vanuatu
2.3,ml,1537625947881,"71km S of Kaktovik, Alaska",0,Alaska
0.63,ml,1537625941370,"23km ESE of Anza, CA",0,California
2.19,md,1537625180210,"5km ESE of G. L. Garcia, Puerto Rico",0,Puerto Rico
2.3,ml,1537624724087,"67km NNE of Manley Hot Springs, Alaska",0,Alaska
1.9,ml,1537624615253,"118km NNW of Arctic Village, Alaska",0,Alaska
2.1,ml,1537624009446,"59km SSW of Kaktovik, Alaska",0,Alaska
1.6,ml,1537623607132,"129km NNW of Arctic Village, Alaska",0,Alaska
0.32,ml,1537623177750,"10km NE of Aguanga, CA",0,California
1.8,ml,1537623135076,"75km SE of New Allakaket, Alaska",0,Alaska
1.13,ml,1537623017150,"17km N of Borrego Springs, CA",0,California
0.72,md,1537623013950,"16km NW of Toms Place, CA",0,California
1.03,md,1537623004980,"6km NW of The Geysers, CA",0,California
0.47,md,1537622943090,"4km WSW of Cobb, CA",0,California
1.7,ml,1537622841957,"65km SSW of Kaktovik, Alaska",0,Alaska
1.5,ml,1537622762450,"12km NNE of Ocotillo Wells, CA",0,California
1.31,ml,1537622501770,"5km WNW of Devore, CA",0,California
1.17,ml,1537622418630,"12km NNE of Ocotillo Wells, CA",0,California
0.07,ml,1537622258370,"10km NE of Aguanga, CA",0,California
2.5,ml,1537622220629,"75km NE of McGrath, Alaska",0,Alaska
2.3,ml,1537622204527,"107km W of Cantwell, Alaska",0,Alaska
1.08,ml,1537622196710,"9km NE of Aguanga, CA",0,California
0.58,ml,1537622129620,"10km NE of Aguanga, CA",0,California
5.4,mww,1537622038030,"77km SW of Taltal, Chile",0,Chile
2.36,ml,1537621684270,"24km SW of Afton, Wyoming",0,Wyoming
0.6,ml,1537621622960,"3km SE of Loma Linda, CA",0,California
0.45,md,1537621588500,"15km SE of Mammoth Lakes, CA",0,California
0.46,ml,1537621233910,"10km NE of Aguanga, CA",0,California
2.0,ml,1537620972312,"50km SSW of Kaktovik, Alaska",0,Alaska
4.2,mb,1537620790330,Fiji region,0,Fiji
1.1,ml,1537620152227,"89km ENE of Cape Yakataga, Alaska",0,Alaska
1.9,ml,1537620078697,"111km NW of Arctic Village, Alaska",0,Alaska
1.5,ml,1537619635680,"80km S of Kaktovik, Alaska",0,Alaska
1.7,ml,1537619402751,"88km NW of Arctic Village, Alaska",0,Alaska
4.4,mb,1537619327220,"67km NNE of Hachijo-jima, Japan",0,Japan
4.3,mb,1537618871940,South of the Fiji Islands,0,Fiji
0.14,md,1537618537300,"2km ESE of Mammoth Lakes, CA",0,California
0.94,md,1537618426960,"13km ESE of Volcano, Hawaii",0,Hawaii
2.5,ml,1537618191000,"19km NNE of Okeene, Oklahoma",0,Oklahoma
2.6,ml,1537618174427,"85km WNW of Arctic Village, Alaska",0,Alaska
4.6,mb,1537618096890,"14km WSW of Palu, Indonesia",0,Indonesia
1.4,ml,1537618056547,"17km W of Anchorage, Alaska",0,Alaska
0.02,ml,1537618055300,"9km NE of Aguanga, CA",0,California
1.6,ml,1537617795497,"118km NNW of Arctic Village, Alaska",0,Alaska
2.4,ml,1537617428503,"18km W of Anchorage, Alaska",0,Alaska
2.1,ml,1537617119382,"126km NNW of Arctic Village, Alaska",0,Alaska
0.79,ml,1537617092710,"3km NE of San Dimas, CA",0,California
1.24,ml,1537616937490,"36km ESE of Townsend, Montana",0,Montana
0.31,ml,1537616858100,"10km NNW of Anza, CA",0,California
2.1,ml,1537616842275,"60km SSW of Kaktovik, Alaska",0,Alaska
2.06,ml,1537616419400,"12km E of Soda Springs, Idaho",0,Idaho
0.2,ml,1537616319240,"10km NE of Aguanga, CA",0,California
0.49,ml,1537616202370,"9km ENE of Aguanga, CA",0,California
4.8,mb,1537616131390,"135km WSW of Ile Hunter, New Caledonia",0,New Caledonia
0.4,ml,1537615785310,"9km NE of Aguanga, CA",0,California
2.5,ml,1537615782584,"78km WSW of Cantwell, Alaska",0,Alaska
2.71,md,1537615283760,"7km NNE of Bay Point, CA",0,California
0.3,ml,1537615112126,"71km E of Beatty, Nevada",0,Nevada
1.78,md,1537614397230,"1km W of Mayaguez, Puerto Rico",0,Puerto Rico
5.3,mww,1537613881810,"169km E of Nago, Japan",0,Japan
-0.06,md,1537613857930,"10km NW of Parkfield, CA",0,California
0.56,md,1537613812560,"7km NW of The Geysers, CA",0,California
0.61,ml,1537613620350,"23km ESE of Anza, CA",0,California
1.8,ml,1537613601580,"3km W of Volcano, Hawaii",0,Hawaii
1.9,ml,1537612980783,"21km N of Sutton-Alpine, Alaska",0,Alaska
1.5,ml,1537612634484,"124km NNW of Arctic Village, Alaska",0,Alaska
0.76,md,1537612629640,"24km W of Mammoth Lakes, CA",0,California
0.9,ml,1537612407411,"32km NE of Cape Yakataga, Alaska",0,Alaska
1.72,ml,1537612328050,"2km E of El Centro, CA",0,California
1.9,ml,1537612017711,"46km SSE of Redoubt Volcano, Alaska",0,Alaska
0.37,ml,1537611973470,"10km NE of Aguanga, CA",0,California
0.75,ml,1537611607640,"4km S of Redlands, CA",0,California
0.69,ml,1537611125060,"14km S of Joshua Tree, CA",0,California
4.5,mb,1537610305170,"250km ESE of Enarotali, Indonesia",0,Indonesia
0.41,md,1537610054650,"13km ESE of Millville, Utah",0,Utah
1.2,ml,1537609907479,"10km SSW of Gabbs, Nevada",0,Nevada
1.92,md,1537609905320,"36km NNE of Luquillo, Puerto Rico",0,Puerto Rico
2.2,ml,1537609778898,"61km WNW of Skagway, Alaska",0,Alaska
1.4,ml,1537609740413,"98km NW of Arctic Village, Alaska",0,Alaska
1.8,ml,1537609496655,"77km SW of Kaktovik, Alaska",0,Alaska
0.5,ml,1537609464630,"30km SE of Warm Springs, Nevada",0,Nevada
1.7,ml,1537608746776,"114km NNW of Arctic Village, Alaska",0,Alaska
0.87,md,1537608670520,"6km NNW of The Geysers, CA",0,California
1.17,md,1537608556230,"12km WNW of Templeton, CA",0,California
0.9,ml,1537608303387,"36km NE of Dixon Lane-Meadow Creek, California",0,California
0.72,md,1537608242270,"6km NNW of The Geysers, CA",0,California
0.86,ml,1537607849770,"3km SE of Yucaipa, CA",0,California
1.62,ml,1537607643050,"40km NW of Ketchum, Idaho",0,Idaho
-0.4,ml,1537607121990,"20km W of Dutch Harbor, Alaska",0,Alaska
0.6,ml,1537606830290,"69km SE of Hawthorne, Nevada",0,Nevada
2.5,ml,1537606806725,"68km SSW of Kaktovik, Alaska",0,Alaska
1.6,ml,1537606491647,"78km ESE of Whittier, Alaska",0,Alaska
1.4,ml,1537606231849,"37km S of Cantwell, Alaska",0,Alaska
1.0,ml,1537605964154,"8km NE of Carson City, Nevada",0,Nevada
5.0,mb,1537605751770,"198km ENE of Georgetown, Saint Helena",0,Saint Helena
4.6,mb,1537605727440,"209km E of Kuril'sk, Russia",0,Russia
1.9,ml,1537605664701,"22km N of Anchor Point, Alaska",0,Alaska
5.0,mb,1537605314670,"209km E of Kuril'sk, Russia",0,Russia
1.0,ml,1537605082770,"18km ENE of Thousand Palms, CA",0,California
2.0,ml,1537604522990,"70km SSW of Kaktovik, Alaska",0,Alaska
2.85,md,1537604353860,"13km SW of Toms Place, CA",0,California
2.2,ml,1537604269933,"131km SSE of Prudhoe Bay, Alaska",0,Alaska
2.1,ml,1537604167093,"60km SSW of Kaktovik, Alaska",0,Alaska
0.28,ml,1537604023070,"9km NE of Aguanga, CA",0,California
0.3,ml,1537603727908,"41km ESE of Bridgeport, California",0,California
2.01,ml,1537602766410,"2km W of Volcano, Hawaii",0,Hawaii
0.2,ml,1537602657286,"11km NW of Kingsbury, Nevada",0,Nevada
2.11,md,1537602435390,"2km SE of Bamberg, South Carolina",0,South Carolina
0.86,ml,1537602310300,"8km ENE of Aguanga, CA",0,California
0.37,ml,1537602045920,"9km ENE of Aguanga, CA",0,California
1.51,md,1537601818380,"4km NE of Toms Place, CA",0,California
1.66,md,1537601805050,"4km ENE of Toms Place, CA",0,California
2.03,md,1537601300690,"6km ESE of Maricao, Puerto Rico",0,Puerto Rico
0.31,ml,1537600808980,"10km NE of Aguanga, CA",0,California
1.6,ml,1537600662210,"20km NW of Montpelier, Idaho",0,Idaho
0.22,ml,1537600382030,"21km W of Dutch Harbor, Alaska",0,Alaska
0.9,ml,1537599827371,"44km WNW of Ester, Alaska",0,Alaska
0.83,md,1537599758270,"11km NW of Parkfield, CA",0,California
0.71,ml,1537599367680,"4km N of Julian, CA",0,California
2.4,ml,1537599180846,"57km SSW of Kaktovik, Alaska",0,Alaska
0.78,md,1537598437350,"9km NW of The Geysers, CA",0,California
1.8,ml,1537598334406,"80km ESE of Whittier, Alaska",0,Alaska
1.8,ml,1537598158440,"6km WNW of White River Junction, Vermont",0,Vermont
3.13,md,1537598107750,"93km NNE of San Juan, Puerto Rico",0,Puerto Rico
4.9,mb,1537597991110,"105km WSW of Saumlaki, Indonesia",0,Indonesia
0.9,ml,1537597890867,"55km SW of Cantwell, Alaska",0,Alaska
1.3,ml,1537597824720,"64km W of Willow, Alaska",0,Alaska
1.8,ml,1537597348444,"131km NW of Arctic Village, Alaska",0,Alaska
0.54,ml,1537597322370,"11km N of Julian, CA",0,California
0.27,ml,1537597076530,"20km W of Dutch Harbor, Alaska",0,Alaska
2.1,ml,1537596880999,"72km S of Cantwell, Alaska",0,Alaska
1.1,ml,1537596723013,"7km E of Lazy Mountain, Alaska",0,Alaska
0.2,ml,1537596696041,"35km ENE of Big Pine, California",0,California
0.56,md,1537596465400,"10km WNW of The Geysers, CA",0,California
0.69,md,1537596448510,"10km WNW of The Geysers, CA",0,California
0.67,ml,1537596443060,"21km W of Dutch Harbor, Alaska",0,Alaska
0.87,md,1537596418080,"10km WNW of The Geysers, CA",0,California
0.2,ml,1537596413607,"70km NNW of Cape Yakataga, Alaska",0,Alaska
0.1,ml,1537596289162,"27km SSW of Hawthorne, Nevada",0,Nevada
0.61,md,1537595586010,"8km E of Mammoth Lakes, CA",0,California
1.6,ml,1537595438815,"70km SSW of Kaktovik, Alaska",0,Alaska
2.9,ml,1537595224025,"44km SSW of Redoubt Volcano, Alaska",0,Alaska
1.0,md,1537595161910,"9km NE of Milpitas, CA",0,California
1.34,ml,1537595138710,"21km W of Dutch Harbor, Alaska",0,Alaska
0.81,md,1537594786560,"14km SE of Mammoth Lakes, CA",0,California
1.8,ml,1537594766440,"7km ENE of Pahala, Hawaii",0,Hawaii
0.39,ml,1537594162170,"10km NE of Aguanga, CA",0,California
0.71,ml,1537594084050,"21km ESE of Anza, CA",0,California
1.18,ml,1537593800990,"8km NE of Aguanga, CA",0,California
0.9,ml,1537593011804,"40km SSW of Currant, Nevada",0,Nevada
1.5,ml,1537592927843,"164km NW of Kobuk, Alaska",0,Alaska
0.45,ml,1537592524060,"5km E of Palomar Observatory, CA",0,California
1.6,ml,1537592299633,"1km E of Kenai, Alaska",0,Alaska
0.38,ml,1537592241640,"9km NE of Aguanga, CA",0,California
2.2,ml,1537592090727,"130km NNW of Arctic Village, Alaska",0,Alaska
0.96,ml,1537592020130,"14km SE of Lincoln, Montana",0,Montana
0.53,ml,1537591957790,"0km WSW of Three Forks, Montana",0,Montana
1.01,md,1537591848730,"5km W of Mammoth Lakes, CA",0,California
2.1,ml,1537591713380,"51km SSW of Redoubt Volcano, Alaska",0,Alaska
0.1,ml,1537590410880,"12km SE of Smith Valley, Nevada",0,Nevada
2.99,md,1537589949500,"88km NNW of Charlotte Amalie, U.S. Virgin Islands",0,U.S. Virgin Islands
1.4,ml,1537589225409,"49km ENE of Cape Yakataga, Alaska",0,Alaska
0.95,ml,1537589211120,"20km W of Dillon, Montana",0,Montana
1.52,md,1537588748540,"1km NW of The Geysers, CA",0,California
1.3,ml,1537587893060,"5km WSW of Bodfish, CA",0,California
